0:48 0.323194 0.010496 0.000002 0.000010 0.000000 0.000001 0.000000
1:49 0.368039 0.101928 0.002375 0.000742 0.000001 0.000221 -0.000000
2:50 0.437581 0.075321 0.000427 0.000107 0.000000 0.000005 -0.000000
3:51 0.355197 0.037094 0.001040 0.000434 -0.000000 -0.000065 -0.000000
4:52 0.460549 0.020285 0.001450 0.001147 -0.000001 0.000082 0.000001
5:53 0.370913 0.040373 0.000139 0.000212 0.000000 0.000041 0.000000
6:54 0.276869 0.017620 0.000370 0.000071 -0.000000 -0.000005 0.000000
7:55 0.277052 0.004743 0.000309 0.000431 0.000000 0.000022 -0.000000
8:56 0.593676 0.042543 0.000457 0.002595 0.000003 0.000473 0.000000
9:57 0.509288 0.021836 0.001051 0.001005 -0.000000 -0.000029 -0.000001
A:65 0.304903 0.015890 0.012884 0.000081 -0.000000 0.000007 0.000000
B:66 0.495302 0.017930 0.000603 0.000919 -0.000000 0.000063 0.000001
C:67 0.398973 0.028206 0.000421 0.000108 -0.000000 -0.000013 0.000000
D:68 0.343054 0.017443 0.002751 0.000218 -0.000000 -0.000025 -0.000000
E:69 0.418027 0.055534 0.003008 0.001222 -0.000001 -0.000266 0.000002
F:70 0.332786 0.017103 0.000913 0.002825 0.000004 0.000309 0.000003
G:71 0.358687 0.029336 0.001609 0.000425 0.000000 0.000036 -0.000000
H:72 0.333545 0.008212 0.000053 0.000008 -0.000000 -0.000001 -0.000000
I:73 0.589286 0.326531 0.000000 0.000000 0.000000 0.000000 0.000000
J:74 0.489951 0.095057 0.047723 0.013226 0.000248 0.002899 0.000221
K:75 0.354733 0.024983 0.003148 0.000843 -0.000001 -0.000116 0.000001
L:76 0.251928 0.008925 0.000209 0.001031 0.000000 0.000024 -0.000000
M:77 0.658966 0.007773 0.000535 0.003227 0.000004 0.000227 -0.000002
N:78 0.276685 0.009130 0.000000 0.000002 0.000000 0.000000 -0.000000
O:79 0.254137 0.000098 0.000008 0.000024 -0.000000 0.000000 0.000000
P:80 0.352089 0.010985 0.001247 0.004939 0.000008 0.000455 0.000009
Q:81 0.477807 0.013149 0.001521 0.001612 0.000001 0.000130 0.000002
R:82 0.313604 0.015825 0.000062 0.000254 -0.000000 0.000031 -0.000000
S:83 0.348130 0.030955 0.000696 0.000048 0.000000 0.000007 0.000000
T:84 0.511426 0.161413 0.069270 0.019160 0.000698 0.007696 -0.000023
U:85 0.361408 0.010404 0.001332 0.000597 0.000000 0.000012 -0.000000
V:86 0.428451 0.001777 0.002406 0.001014 -0.000001 0.000020 -0.000001
W:87 0.216506 0.004735 0.000564 0.000009 0.000000 0.000001 0.000000
X:88 0.375815 0.039439 0.002760 0.000241 0.000000 0.000048 0.000000
Y:89 0.308127 0.005287 0.000535 0.000704 0.000000 0.000044 -0.000000
Z:90 0.510604 0.116686 0.001148 0.000016 0.000000 -0.000003 0.000000
-:45 0.466972 0.069305 0.001285 0.002510 0.000004 0.000634 0.000001
H:72 0.499510 0.047503 0.000341 0.000070 0.000000 0.000012 -0.000000
4:52 0.453934 0.011913 0.001446 0.001930 -0.000001 0.000141 0.000003
7:55 0.288647 0.001831 0.000123 0.000777 0.000000 0.000027 -0.000000
8:56 0.658785 0.033010 0.000106 0.001970 0.000000 -0.000133 -0.000001
9:57 0.539193 0.016905 0.000989 0.002361 -0.000001 -0.000018 -0.000003
L:76 0.274963 0.005153 0.000119 0.001819 0.000000 0.000008 -0.000001
-:45 0.432116 0.068003 0.000300 0.000225 0.000000 0.000023 0.000000
B:66 0.587771 0.042202 0.002399 0.003534 0.000006 0.000614 0.000008
F:70 0.309727 0.009634 0.000714 0.002450 0.000001 0.000157 0.000003
