H:72 0.302050 0.004402 0.000241 0.000075 0.000000 0.000003 -0.000000
O:79 0.256334 0.000090 0.000010 0.000026 0.000000 -0.000000 0.000000
P:80 0.370385 0.017356 0.002785 0.006982 0.000022 0.000819 0.000022
-:45 0.578540 0.149711 0.000345 0.000076 -0.000000 -0.000026 -0.000000
-:45 0.524746 0.092646 0.001906 0.002601 0.000005 0.000589 -0.000002
B:66 0.846945 0.082588 0.002532 0.004695 -0.000012 -0.001177 -0.000010
F:70 0.579836 0.055258 0.000375 0.000931 0.000001 0.000177 0.000000
H:72 0.442756 0.011257 0.001055 0.001476 0.000001 0.000154 0.000001
O:79 0.304195 0.000391 0.000015 0.000221 0.000000 0.000001 0.000000
P:80 0.524686 0.019836 0.005009 0.018151 0.000098 0.002237 0.000142
-:45 0.563269 0.095731 0.000129 0.000569 -0.000000 -0.000036 -0.000000
B:66 0.731759 0.098982 0.003481 0.000777 0.000001 0.000203 -0.000000
F:70 0.446650 0.027736 0.002749 0.009821 0.000015 0.000680 0.000049
H:72 0.405425 0.012620 0.000588 0.000222 0.000000 0.000009 -0.000000
O:79 0.320274 0.000049 0.000005 0.000031 -0.000000 0.000000 -0.000000
P:80 0.477327 0.027998 0.004115 0.014541 0.000073 0.002189 0.000086
H:72 0.423983 0.034973 0.000007 0.000079 0.000000 0.000015 0.000000
L:76 0.247617 0.005673 0.000090 0.000807 0.000000 0.000020 -0.000000
4:52 0.441475 0.017340 0.000945 0.001333 0.000001 0.000175 0.000001
7:55 0.260988 0.002063 0.000075 0.000493 0.000000 0.000022 0.000000
9:57 0.553993 0.020158 0.000183 0.001443 -0.000001 0.000056 -0.000001
8:56 0.563492 0.036584 0.000295 0.000990 -0.000000 -0.000066 0.000000
-:45 0.979526 0.543644 0.001266 0.002044 0.000003 0.001480 0.000002
6:54 0.524219 0.017549 0.001735 0.004674 0.000010 0.000463 -0.000009
6:54 0.522440 0.006406 0.000913 0.003648 0.000002 0.000153 -0.000006
7:55 0.274615 0.001093 0.000464 0.000496 -0.000000 -0.000016 0.000000
7:55 0.281893 0.001110 0.000457 0.000437 -0.000000 -0.000015 0.000000
B:66 0.619596 0.008262 0.001618 0.001003 0.000000 -0.000091 -0.000001
H:72 0.438722 0.047225 0.000414 0.000197 0.000000 0.000043 -0.000000
L:76 0.240453 0.007886 0.000044 0.000751 0.000000 0.000021 -0.000000
9:57 0.511529 0.029917 0.000667 0.001411 0.000000 0.000069 -0.000001
8:56 0.548773 0.026528 0.000061 0.002243 0.000001 0.000364 -0.000000
7:55 0.275020 0.003018 0.000356 0.000379 0.000000 0.000010 -0.000000
4:52 0.451908 0.024252 0.001933 0.000920 0.000000 0.000114 0.000001
.:46 0.198556 0.014480 0.000208 0.000014 -0.000000 -0.000002 -0.000000
H:72 0.435307 0.033119 0.000262 0.000124 0.000000 0.000021 -0.000000
L:76 0.257181 0.009326 0.000282 0.001274 0.000001 0.000036 -0.000001
9:57 0.527454 0.022971 0.001198 0.001242 -0.000000 -0.000001 -0.000001
8:56 0.596643 0.028904 0.000129 0.001886 0.000001 0.000310 -0.000001
7:55 0.291354 0.006776 0.000589 0.000777 0.000000 0.000052 -0.000000
4:52 0.481478 0.022526 0.002024 0.001462 -0.000001 0.000127 0.000002
B:66 0.582168 0.002256 0.002028 0.000639 0.000001 0.000001 -0.000001
